Mesquite version 3.40 (build 877)   Date: Sat Oct 13 21:31:42 BRT 2018
Window refers to project with home file character_file.nex
File path: /Users/vwraposo/Documents/USP/TCC/code/input/peptides/
=======================

Trace All Characters

Ancestral States:
Reconstructed Ancestral States (Likelihood Ancestral States)
using:
Stored Matrix: Matrix in file "character_file.nex"
======================================
Ancestral states are listed by character and by node on the tree.  Node numbers are shown in red on the tree drawing.

Char.\Node	6	10	9	5	2
character 330	0:0.90365191; 1:0.09634809	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 331	0:0.91462921; 1:0.08537079	0:0.00243751; 1:0.99756249	0:0.0048927; 1:0.9951073	0:0.02458013; 1:0.97541987	0:0.01509074; 1:0.98490926
character 332	0:0.99859055; 1:0.00140945	0:0.95584952; 1:0.04415048	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 333	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 334	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 337	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 338	0:0.8416051; 1:0.1583949	0:0.73798019; 1:0.26201981	0:0.60043748; 1:0.39956252	0:0.61093677; 1:0.38906323	0:0.57579534; 1:0.42420466
character 339	0:0.00140945; 1:0.99859055	0:0.04415048; 1:0.95584952	0:0.00648637; 1:0.99351363	0:0.00114385; 1:0.99885615	0:0.00129505; 1:0.99870495
character 340	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 342	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 343	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 344	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 345	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958244; 1:0.79041756	0:0.43287988; 1:0.56712012
character 346	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 347	0:0.14758506; 1:0.85241494	0:0.90888805; 1:0.09111195	0:0.84927542; 1:0.15072458	0:0.67797048; 1:0.32202952	0:0.66787748; 1:0.33212252
character 348	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 349	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 350	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958244; 1:0.79041756	0:0.43287988; 1:0.56712012
character 351	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 352	0:0.90365191; 1:0.09634809	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 353	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 354	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 355	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 356	0:0.1408749; 1:0.8591251	0:0.87827743; 1:0.12172257	0:0.79851114; 1:0.20148886	0:0.58488386; 1:0.41511614	0:0.56017648; 1:0.43982352
character 357	0:0.9898828; 1:0.0101172	0:0.30912647; 1:0.69087353	0:0.84151873; 1:0.15848127	0:0.96015543; 1:0.03984457	0:0.97092476; 1:0.02907524
character 359	0:0.18858305; 1:0.81141695	0:0.74354999; 1:0.25645001	0:0.59732001; 1:0.40267999	0:0.60089994; 1:0.39910006	0:0.65948575; 1:0.34051425
character 360	0:0.18858305; 1:0.81141695	0:0.74354999; 1:0.25645001	0:0.59732001; 1:0.40267999	0:0.60089994; 1:0.39910006	0:0.65948575; 1:0.34051425
character 361	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 362	0:0.99843138; 1:0.00156862	0:0.93682896; 1:0.06317104	0:0.99057472; 1:0.00942528	0:0.99839922; 1:0.00160078	0:0.9983792; 1:0.0016208
character 363	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 365	0:0.06990094; 1:0.93009906	0:0.2386307; 1:0.7613693	0:0.16707939; 1:0.83292061	0:0.16783663; 1:0.83216337	0:0.20116294; 1:0.79883706
character 366	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 367	0:0.18858305; 1:0.81141695	0:0.74354999; 1:0.25645001	0:0.59732001; 1:0.40267999	0:0.60089994; 1:0.39910006	0:0.65948575; 1:0.34051425
character 368	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 369	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 370	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958244; 1:0.79041756	0:0.43287988; 1:0.56712012
character 371	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 372	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 373	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 374	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 375	0:0.99859055; 1:0.00140945	0:0.95584952; 1:0.04415048	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 376	0:0.1720113; 1:0.8279887	0:0.65401823; 1:0.34598177	0:0.45680757; 1:0.54319243	0:0.39222777; 1:0.60777223	0:0.39863639; 1:0.60136361
character 377	0:0.68625674; 1:0.31374326	0:0.49973515; 1:0.50026485	0:0.46196286; 1:0.53803714	0:0.4907705; 1:0.5092295	0:0.4816525; 1:0.5183475
character 378	0:0.14758506; 1:0.85241494	0:0.90888805; 1:0.09111195	0:0.84927542; 1:0.15072458	0:0.67797048; 1:0.32202952	0:0.66787748; 1:0.33212252
character 379	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 380	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 381	0:0.90365191; 1:0.09634809	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 382	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 383	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 384	0:0.9898828; 1:0.0101172	0:0.30912647; 1:0.69087353	0:0.84151873; 1:0.15848127	0:0.96015543; 1:0.03984457	0:0.97092476; 1:0.02907524
character 385	0:0.14758506; 1:0.85241494	0:0.90888805; 1:0.09111195	0:0.84927542; 1:0.15072458	0:0.67797048; 1:0.32202952	0:0.66787748; 1:0.33212252
character 386	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 387	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 388	0:0.00156862; 1:0.99843138	0:0.06317104; 1:0.93682896	0:0.00942528; 1:0.99057472	0:0.00160078; 1:0.99839922	0:0.0016208; 1:0.9983792
character 389	0:0.99843138; 1:0.00156862	0:0.93682896; 1:0.06317104	0:0.99057472; 1:0.00942528	0:0.99839922; 1:0.00160078	0:0.9983792; 1:0.0016208
character 390	0:0.04055226; 1:0.95944774	0:0.89791652; 1:0.10208348	0:0.76011008; 1:0.23988992	0:0.23084745; 1:0.76915255	0:0.16524418; 1:0.83475582
character 391	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 392	0:0.2792426; 1:0.7207574	0:0.49710637; 1:0.50289363	0:0.45758336; 1:0.54241664	0:0.49887328; 1:0.50112672	0:0.54455065; 1:0.45544935
character 393	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 394	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 395	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 396	0:0.99859055; 1:0.00140945	0:0.95584953; 1:0.04415047	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 397	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 398	0:0.12198888; 1:0.87801112	0:0.36616847; 1:0.63383153	0:0.27204714; 1:0.72795286	0:0.26220622; 1:0.73779378	0:0.28915486; 1:0.71084514
character 399	0:0.1583949; 1:0.8416051	0:0.26201981; 1:0.73798019	0:0.39956252; 1:0.60043748	0:0.38906323; 1:0.61093677	0:0.42420466; 1:0.57579534
character 400	0:0.19528937; 1:0.80471063	0:0.31817526; 1:0.68182474	0:0.49237357; 1:0.50762643	0:0.52831373; 1:0.47168627	0:0.59573338; 1:0.40426662
character 401	0:0.99843138; 1:0.00156862	0:0.93682896; 1:0.06317104	0:0.99057472; 1:0.00942528	0:0.99839922; 1:0.00160078	0:0.9983792; 1:0.0016208
character 403	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 404	0:0.15047508; 1:0.84952492	0:0.00160755; 1:0.99839245	0:0.00150908; 1:0.99849092	0:0.00477254; 1:0.99522746	0:0.00374255; 1:0.99625745
character 405	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 406	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 407	0:0.99843138; 1:0.00156862	0:0.93682896; 1:0.06317104	0:0.99057472; 1:0.00942528	0:0.99839922; 1:0.00160078	0:0.9983792; 1:0.0016208
character 408	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 409	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 410	0:0.9036519; 1:0.0963481	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 411	0:0.14758506; 1:0.85241494	0:0.90888805; 1:0.09111195	0:0.84927542; 1:0.15072458	0:0.67797048; 1:0.32202952	0:0.66787748; 1:0.33212252
character 412	0:0.04055226; 1:0.95944774	0:0.89791653; 1:0.10208347	0:0.76011009; 1:0.23988991	0:0.23084744; 1:0.76915256	0:0.16524417; 1:0.83475583
character 413	0:0.99796466; 1:0.00203534	0:0.9986885; 1:0.0013115	0:0.99808719; 1:0.00191281	0:0.99069785; 1:0.00930215	0:0.96302852; 1:0.03697148
character 414	0:0.14758506; 1:0.85241494	0:0.90888805; 1:0.09111195	0:0.84927542; 1:0.15072458	0:0.67797048; 1:0.32202952	0:0.66787748; 1:0.33212252
character 415	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 416	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 417	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 418	0:0.8416051; 1:0.1583949	0:0.73798019; 1:0.26201981	0:0.60043748; 1:0.39956252	0:0.61093677; 1:0.38906323	0:0.57579534; 1:0.42420466
character 419	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 420	0:0.14758506; 1:0.85241494	0:0.90888805; 1:0.09111195	0:0.84927542; 1:0.15072458	0:0.67797048; 1:0.32202952	0:0.66787748; 1:0.33212252
character 421	0:0.14758506; 1:0.85241494	0:0.90888805; 1:0.09111195	0:0.84927542; 1:0.15072458	0:0.67797048; 1:0.32202952	0:0.66787748; 1:0.33212252
character 422	0:0.99843138; 1:0.00156862	0:0.93682896; 1:0.06317104	0:0.99057472; 1:0.00942528	0:0.99839922; 1:0.00160078	0:0.9983792; 1:0.0016208
character 423	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 424	0:0.85241494; 1:0.14758506	0:0.09111195; 1:0.90888805	0:0.15072458; 1:0.84927542	0:0.32202952; 1:0.67797048	0:0.33212252; 1:0.66787748
character 425	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 428	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 429	0:0.00156862; 1:0.99843138	0:0.06317104; 1:0.93682896	0:0.00942528; 1:0.99057472	0:0.00160078; 1:0.99839922	0:0.0016208; 1:0.9983792
character 430	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 431	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 432	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 433	0:0.99843138; 1:0.00156862	0:0.93682896; 1:0.06317104	0:0.99057472; 1:0.00942528	0:0.99839922; 1:0.00160078	0:0.9983792; 1:0.0016208
character 434	0:0.04055226; 1:0.95944774	0:0.89791652; 1:0.10208348	0:0.76011008; 1:0.23988992	0:0.23084745; 1:0.76915255	0:0.16524418; 1:0.83475582
character 435	0:0.9036519; 1:0.0963481	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 436	0:0.18858305; 1:0.81141695	0:0.74354999; 1:0.25645001	0:0.59732001; 1:0.40267999	0:0.60089994; 1:0.39910006	0:0.65948575; 1:0.34051425
character 437	0:0.1408749; 1:0.8591251	0:0.87827742; 1:0.12172258	0:0.79851114; 1:0.20148886	0:0.58488386; 1:0.41511614	0:0.56017647; 1:0.43982353
character 438	0:0.25503397; 1:0.74496603	0:0.4366008; 1:0.5633992	0:0.42037349; 1:0.57962651	0:0.48007136; 1:0.51992864	0:0.53692097; 1:0.46307903
character 439	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958244; 1:0.79041756	0:0.43287988; 1:0.56712012
character 440	0:0.22372092; 1:0.77627908	0:0.62952621; 1:0.37047379	0:0.67409811; 1:0.32590189	0:0.64093209; 1:0.35906791	0:0.67834664; 1:0.32165336
character 441	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 442	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958244; 1:0.79041756	0:0.43287988; 1:0.56712012
character 443	0:0.90591531; 1:0.09408469	0:0.58896083; 1:0.41103917	0:0.59925114; 1:0.40074886	0:0.76694173; 1:0.23305827	0:0.79814358; 1:0.20185642
character 445	0:0.9898828; 1:0.0101172	0:0.30912647; 1:0.69087353	0:0.84151873; 1:0.15848127	0:0.96015543; 1:0.03984457	0:0.97092476; 1:0.02907524
character 446	0:0.09408469; 1:0.90591531	0:0.41103917; 1:0.58896083	0:0.40074886; 1:0.59925114	0:0.23305827; 1:0.76694173	0:0.20185642; 1:0.79814358
character 447	0:0.99859055; 1:0.00140945	0:0.95584952; 1:0.04415048	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 448	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 450	0:0.93009906; 1:0.06990094	0:0.7613693; 1:0.2386307	0:0.83292061; 1:0.16707939	0:0.83216337; 1:0.16783663	0:0.79883706; 1:0.20116294
character 451	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 452	0:0.99859055; 1:0.00140945	0:0.95584953; 1:0.04415047	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 454	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 455	0:0.20616872; 1:0.79383128	0:0.66265353; 1:0.33734647	0:0.50069144; 1:0.49930856	0:0.46653199; 1:0.53346801	0:0.48829509; 1:0.51170491
character 456	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 457	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 458	0:0.09408469; 1:0.90591531	0:0.41103917; 1:0.58896083	0:0.40074886; 1:0.59925114	0:0.23305827; 1:0.76694173	0:0.20185642; 1:0.79814358
character 459	0:0.90365191; 1:0.09634809	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 460	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 461	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 462	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 463	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 464	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 465	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 466	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 467	0:0.9898828; 1:0.0101172	0:0.30912647; 1:0.69087353	0:0.84151873; 1:0.15848127	0:0.96015543; 1:0.03984457	0:0.97092476; 1:0.02907524
character 468	0:0.9036519; 1:0.0963481	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 469	0:0.99843138; 1:0.00156862	0:0.93682896; 1:0.06317104	0:0.99057472; 1:0.00942528	0:0.99839922; 1:0.00160078	0:0.9983792; 1:0.0016208
character 470	0:0.00156862; 1:0.99843138	0:0.06317104; 1:0.93682896	0:0.00942528; 1:0.99057472	0:0.00160078; 1:0.99839922	0:0.0016208; 1:0.9983792
character 471	0:0.30009954; 1:0.69990046	0:0.49305668; 1:0.50694332	0:0.52320957; 1:0.47679043	0:0.47408537; 1:0.52591463	0:0.46934132; 1:0.53065868
character 472	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 473	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 474	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 475	0:0.14758506; 1:0.85241494	0:0.90888805; 1:0.09111195	0:0.84927542; 1:0.15072458	0:0.67797048; 1:0.32202952	0:0.66787748; 1:0.33212252
character 476	0:0.90365191; 1:0.09634809	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 477	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 478	0:0.00203534; 1:0.99796466	0:0.0013115; 1:0.9986885	0:0.00191281; 1:0.99808719	0:0.00930215; 1:0.99069785	0:0.03697148; 1:0.96302852
character 479	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 480	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 483	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 484	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 485	0:0.99840479; 1:0.00159521	0:0.9989544; 1:0.0010456	0:0.99878287; 1:0.00121713	0:0.9945998; 1:0.0054002	0:0.97808949; 1:0.02191051
character 486	0:0.90365191; 1:0.09634809	0:0.99875243; 1:0.00124757	0:0.99899264; 1:0.00100736	0:0.9971389; 1:0.0028611	0:0.99758374; 1:0.00241626
character 487	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 488	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5	0:0.5; 1:0.5
character 490	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 491	0:0.04200474; 1:0.95799526	0:0.0384877; 1:0.9615123	0:0.07428151; 1:0.92571849	0:0.20958244; 1:0.79041756	0:0.43287988; 1:0.56712012
character 492	0:0.0101172; 1:0.9898828	0:0.69087353; 1:0.30912647	0:0.15848127; 1:0.84151873	0:0.03984457; 1:0.96015543	0:0.02907524; 1:0.97092476
character 493	0:0.08537079; 1:0.91462921	0:0.99756249; 1:0.00243751	0:0.9951073; 1:0.0048927	0:0.97541987; 1:0.02458013	0:0.98490926; 1:0.01509074
character 494	0:0.00159521; 1:0.99840479	0:0.0010456; 1:0.9989544	0:0.00121713; 1:0.99878287	0:0.0054002; 1:0.9945998	0:0.02191051; 1:0.97808949
character 495	0:0.04055226; 1:0.95944774	0:0.89791653; 1:0.10208347	0:0.76011009; 1:0.23988991	0:0.23084744; 1:0.76915256	0:0.16524417; 1:0.83475583
character 496	0:0.0101172; 1:0.9898828	0:0.69087353; 1:0.30912647	0:0.15848127; 1:0.84151873	0:0.03984457; 1:0.96015543	0:0.02907524; 1:0.97092476
character 497	0:0.99849706; 1:0.00150294	0:0.99302843; 1:0.00697157	0:0.97648413; 1:0.02351587	0:0.99679486; 1:0.00320514	0:0.99759726; 1:0.00240274
character 498	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 499	0:0.68625674; 1:0.31374326	0:0.49973515; 1:0.50026485	0:0.46196286; 1:0.53803714	0:0.4907705; 1:0.5092295	0:0.4816525; 1:0.5183475
character 500	0:0.12198888; 1:0.87801112	0:0.36616847; 1:0.63383153	0:0.27204714; 1:0.72795286	0:0.26220622; 1:0.73779378	0:0.28915486; 1:0.71084514
character 501	0:0.99859055; 1:0.00140945	0:0.95584952; 1:0.04415048	0:0.99351363; 1:0.00648637	0:0.99885615; 1:0.00114385	0:0.99870495; 1:0.00129505
character 502	0:0.84952492; 1:0.15047508	0:0.99839245; 1:0.00160755	0:0.99849092; 1:0.00150908	0:0.99522746; 1:0.00477254	0:0.99625745; 1:0.00374255
character 503	0:0.18858305; 1:0.81141695	0:0.74354999; 1:0.25645001	0:0.59732001; 1:0.40267999	0:0.60089994; 1:0.39910006	0:0.65948575; 1:0.34051425
character 504	0:0.99843138; 1:0.00156862	0:0.93682896; 1:0.06317104	0:0.99057472; 1:0.00942528	0:0.99839922; 1:0.00160078	0:0.9983792; 1:0.0016208
